[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:36.000000 192.130.74.20  - [query->JOLALDE] ] Select  max('Total Ventas Generales') nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total 
          FROM consolidated_view con
          where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2'
[2019-04-30 10:34:37.000000 192.130.74.20  - [query->JOLALDE] ] Select  concat( max(E.Nombre),' ',MAX(D.abreviatura)) nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total,con.tipo  
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2' group by con.tipo,con.doc order by con.tipo
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183003' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183012' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183014' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183021' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183028' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183029' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183058' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183064' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183159' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183173' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181517' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181715' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182057' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182062' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182071' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182072' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182102' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182281' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182282' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182303' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182321' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182324' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182496' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182586' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182722' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182949' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182964' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182967' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182968' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183010' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183011' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183015' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183016' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183018' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183022' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183027' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183030' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181515' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181646' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182135' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182231' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182105' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181511' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181660' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181723' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181791' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181837' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181838' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181865' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181882' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181962' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182059' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182078' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182117' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182144' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182161' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182253' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182255' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182273' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182290' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182294' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182310' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182397' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182530' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182555' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182648' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182709' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182713' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182745' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182826' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182999' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183000' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183000' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183051' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183089' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183197' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183250' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183259' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181485' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181490' 
[2019-04-30 11:27:08.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181724' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181726' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181732' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181790' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181834' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181862' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181873' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181874' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181880' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181921' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181960' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181963' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182113' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182142' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182191' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182230' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182288' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182340' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182353' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182381' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182385' 
[2019-04-30 11:27:09.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182396' 
